id,title,diff_url,revision_id,ts,timestamp,contributor_ip
6090994,Eurasianists,http://en.wikipedia.org/w/index.php?diff=336161695,336161695,1.262763635E9,1262763635,147.237.248.2
409192,New Chronology (Fomenko),http://en.wikipedia.org/w/index.php?diff=336156591,336156591,1.262760192E9,1262760192,147.237.248.2
451919,The Amazing Race,http://en.wikipedia.org/w/index.php?diff=335963751,335963751,1.262678203E9,1262678203,147.237.70.106
12357325,File:Amazingracelogo.jpg,http://en.wikipedia.org/w/index.php?diff=335963622,335963622,1.262678106E9,1262678106,147.237.70.106
5652462,Modi'in-Maccabim-Re'ut,http://en.wikipedia.org/w/index.php?diff=333798167,333798167,1.261656663E9,1261656663,147.237.73.201
5652462,Modi'in-Maccabim-Re'ut,http://en.wikipedia.org/w/index.php?diff=333795281,333795281,1.26165516E9,1261655160,147.237.73.201
5652462,Modi'in-Maccabim-Re'ut,http://en.wikipedia.org/w/index.php?diff=333795206,333795206,1.261655118E9,1261655118,147.237.73.201
2866335,Colonel Redl,http://en.wikipedia.org/w/index.php?diff=333084198,333084198,1.26141446E9,1261414460,147.237.70.108
5981816,Dexter (TV series),http://en.wikipedia.org/w/index.php?diff=333038898,333038898,1.261395608E9,1261395608,147.237.70.105
7444979,Lambada (disambiguation),http://en.wikipedia.org/w/index.php?diff=330669028,330669028,1.260369725E9,1260369725,147.237.70.108
1118010,JasPer,http://en.wikipedia.org/w/index.php?diff=330469875,330469875,1.260286227E9,1260286227,147.237.70.103
15406,Irgun,http://en.wikipedia.org/w/index.php?diff=328815565,328815565,1.259595777E9,1259595777,147.237.70.106
105922,King David Hotel bombing,http://en.wikipedia.org/w/index.php?diff=328806017,328806017,1.25959194E9,1259591940,147.237.70.106
673335,VTEC,http://en.wikipedia.org/w/index.php?diff=319775766,319775766,1.255507951E9,1255507951,192.115.177.220
2774324,DF-5,http://en.wikipedia.org/w/index.php?diff=319381460,319381460,1.25533069E9,1255330690,147.237.70.107
19442955,63rd Paratroop Battalion,http://en.wikipedia.org/w/index.php?diff=312382625,312382625,1.25233089E9,1252330890,192.115.177.224
145334,Scapa Flow,http://en.wikipedia.org/w/index.php?diff=311069102,311069102,1.251721842E9,1251721842,147.237.70.107
9167938,Sa'dah insurgency,http://en.wikipedia.org/w/index.php?diff=309972398,309972398,1.251208277E9,1251208277,147.237.70.106
146607,Al-Ghazali,http://en.wikipedia.org/w/index.php?diff=309764143,309764143,1.251112763E9,1251112763,147.237.70.107
23774143,Nimrod Shapira Bar Or,http://en.wikipedia.org/w/index.php?diff=304692006,304692006,1.248794329E9,1248794329,147.237.70.106
216912,Moshe Sharett,http://en.wikipedia.org/w/index.php?diff=304461155,304461155,1.248695464E9,1248695464,147.237.73.201
216912,Moshe Sharett,http://en.wikipedia.org/w/index.php?diff=304461001,304461001,1.248695397E9,1248695397,147.237.73.201
216912,Moshe Sharett,http://en.wikipedia.org/w/index.php?diff=304460801,304460801,1.248695324E9,1248695324,147.237.73.201
216912,Moshe Sharett,http://en.wikipedia.org/w/index.php?diff=304459766,304459766,1.248694853E9,1248694853,147.237.73.201
3188760,Old McDonald Had a Farm,http://en.wikipedia.org/w/index.php?diff=297687467,297687467,1.24556832E9,1245568320,147.237.70.106
1075401,Mystic Towers,http://en.wikipedia.org/w/index.php?diff=293700927,293700927,1.243855781E9,1243855781,147.237.70.108
21765568,Anastasia Michaeli,http://en.wikipedia.org/w/index.php?diff=292691922,292691922,1.243441057E9,1243441057,147.237.70.107
21765568,Anastasia Michaeli,http://en.wikipedia.org/w/index.php?diff=292666472,292666472,1.243432704E9,1243432704,147.237.70.107
465604,Buffalo State College,http://en.wikipedia.org/w/index.php?diff=292623813,292623813,1.243413012E9,1243413012,147.237.73.201
21765568,Anastasia Michaeli,http://en.wikipedia.org/w/index.php?diff=292464972,292464972,1.243354518E9,1243354518,147.237.70.107
21765568,Anastasia Michaeli,http://en.wikipedia.org/w/index.php?diff=292455335,292455335,1.243351469E9,1243351469,147.237.70.107
21765568,Anastasia Michaeli,http://en.wikipedia.org/w/index.php?diff=292454307,292454307,1.243351151E9,1243351151,147.237.70.107
4927415,Dima Bilan,http://en.wikipedia.org/w/index.php?diff=291172458,291172458,1.242825707E9,1242825707,147.237.70.103
10502434,Hanukkah music,http://en.wikipedia.org/w/index.php?diff=289842518,289842518,1.242291031E9,1242291031,147.237.70.106
648156,Shalom Sesame,http://en.wikipedia.org/w/index.php?diff=289637265,289637265,1.242204223E9,1242204223,147.237.70.107
1966318,Beta site,http://en.wikipedia.org/w/index.php?diff=289064674,289064674,1.241963485E9,1241963485,147.237.70.105
22751653,Talk:Beta site,http://en.wikipedia.org/w/index.php?diff=289064609,289064609,1.241963455E9,1241963455,147.237.70.105
1966318,Beta site,http://en.wikipedia.org/w/index.php?diff=289064357,289064357,1.241963328E9,1241963328,147.237.70.105
22751653,Talk:Beta site,http://en.wikipedia.org/w/index.php?diff=289064132,289064132,1.241963214E9,1241963214,147.237.70.105
8054695,List of Power Rangers: Turbo episodes,http://en.wikipedia.org/w/index.php?diff=289044870,289044870,1.241953105E9,1241953105,147.237.70.105
4117192,List of Mighty Morphin Power Rangers episodes,http://en.wikipedia.org/w/index.php?diff=287619753,287619753,1.241347566E9,1241347566,147.237.70.105
4944888,Memory for Forgetfulness,http://en.wikipedia.org/w/index.php?diff=285615205,285615205,1.240474845E9,1240474845,147.237.70.108
4944888,Memory for Forgetfulness,http://en.wikipedia.org/w/index.php?diff=285615111,285615111,1.240474793E9,1240474793,147.237.70.108
4944888,Memory for Forgetfulness,http://en.wikipedia.org/w/index.php?diff=285615083,285615083,1.240474773E9,1240474773,147.237.70.108
11005908,Wikipedia:Tutorial (Editing)/sandbox,http://en.wikipedia.org/w/index.php?diff=285000630,285000630,1.240229816E9,1240229816,147.237.70.105
11005908,Wikipedia:Tutorial (Editing)/sandbox,http://en.wikipedia.org/w/index.php?diff=285000405,285000405,1.240229734E9,1240229734,147.237.70.105
11005908,Wikipedia:Tutorial (Editing)/sandbox,http://en.wikipedia.org/w/index.php?diff=285000203,285000203,1.240229658E9,1240229658,147.237.70.105
11005908,Wikipedia:Tutorial (Editing)/sandbox,http://en.wikipedia.org/w/index.php?diff=285000053,285000053,1.240229591E9,1240229591,147.237.70.105
11005908,Wikipedia:Tutorial (Editing)/sandbox,http://en.wikipedia.org/w/index.php?diff=284999503,284999503,1.240229372E9,1240229372,147.237.70.105
20925102,HaMerotz LaMillion,http://en.wikipedia.org/w/index.php?diff=281841959,281841959,1.238907678E9,1238907678,147.237.70.103
20925102,HaMerotz LaMillion,http://en.wikipedia.org/w/index.php?diff=281055990,281055990,1.238583816E9,1238583816,147.237.70.108
334848,Passion flower,http://en.wikipedia.org/w/index.php?diff=280824387,280824387,1.23848844E9,1238488440,147.237.70.104
15127529,Baccaurea motleyana,http://en.wikipedia.org/w/index.php?diff=280641777,280641777,1.238419388E9,1238419388,147.237.70.103
15127529,Baccaurea motleyana,http://en.wikipedia.org/w/index.php?diff=280641077,280641077,1.238419096E9,1238419096,147.237.70.103
897867,The Amazing Race 2,http://en.wikipedia.org/w/index.php?diff=279337449,279337449,1.237891491E9,1237891491,147.237.70.103
3433647,The Amazing Race 10,http://en.wikipedia.org/w/index.php?diff=279335086,279335086,1.237889986E9,1237889986,147.237.70.104
1611742,Chaco,http://en.wikipedia.org/w/index.php?diff=277850631,277850631,1.237293479E9,1237293479,147.237.70.108
6367239,Moses (surname),http://en.wikipedia.org/w/index.php?diff=277640790,277640790,1.237211098E9,1237211098,147.237.70.108
3282728,Carpet beater,http://en.wikipedia.org/w/index.php?diff=277373218,277373218,1.237110334E9,1237110334,147.237.70.108
1694036,Category:British racecar drivers,http://en.wikipedia.org/w/index.php?diff=276702595,276702595,1.236844588E9,1236844588,147.237.70.108
9537144,Category:American players of American football,http://en.wikipedia.org/w/index.php?diff=276497250,276497250,1.236773273E9,1236773273,147.237.70.108
2297735,Category:Ice cream parlors,http://en.wikipedia.org/w/index.php?diff=275121056,275121056,1.236238478E9,1236238478,147.237.70.108
7977020,Category:Demographics of Israel,http://en.wikipedia.org/w/index.php?diff=274658930,274658930,1.236077545E9,1236077545,147.237.70.108
13680702,No Line on the Horizon,http://en.wikipedia.org/w/index.php?diff=274088897,274088897,1.235895349E9,1235895349,147.237.70.108
4240212,Category:American male models,http://en.wikipedia.org/w/index.php?diff=272935725,272935725,1.235471444E9,1235471444,147.237.70.108
14348871,Category:French female models,http://en.wikipedia.org/w/index.php?diff=272935133,272935133,1.235471053E9,1235471053,147.237.70.108
14348571,Category:Indian female models,http://en.wikipedia.org/w/index.php?diff=272933957,272933957,1.235470389E9,1235470389,147.237.70.108
14346986,Category:German female models,http://en.wikipedia.org/w/index.php?diff=272933635,272933635,1.235470232E9,1235470232,147.237.70.108
7515677,Category:Emirates of the United Arab Emirates,http://en.wikipedia.org/w/index.php?diff=272922845,272922845,1.235464292E9,1235464292,147.237.70.108
2443942,Category:Dubai,http://en.wikipedia.org/w/index.php?diff=272921559,272921559,1.235463565E9,1235463565,147.237.70.108
2305669,List of most expensive films,http://en.wikipedia.org/w/index.php?diff=272678567,272678567,1.235376266E9,1235376266,147.237.70.103
148551,Kansas (band),http://en.wikipedia.org/w/index.php?diff=271809015,271809015,1.235044832E9,1235044832,147.237.70.103
2321606,Degrees of freedom (statistics),http://en.wikipedia.org/w/index.php?diff=271090752,271090752,1.234779763E9,1234779763,147.237.70.105
2321606,Degrees of freedom (statistics),http://en.wikipedia.org/w/index.php?diff=271090495,271090495,1.23477965E9,1234779650,147.237.70.105
2321606,Degrees of freedom (statistics),http://en.wikipedia.org/w/index.php?diff=271090297,271090297,1.234779551E9,1234779551,147.237.70.105
884589,Attachment theory,http://en.wikipedia.org/w/index.php?diff=270860819,270860819,1.234694221E9,1234694221,147.237.70.108
2305669,List of most expensive films,http://en.wikipedia.org/w/index.php?diff=269979151,269979151,1.234350038E9,1234350038,147.237.70.108
13147186,Trocmi,http://en.wikipedia.org/w/index.php?diff=268016709,268016709,1.233574211E9,1233574211,147.237.70.105
13147186,Trocmi,http://en.wikipedia.org/w/index.php?diff=268016591,268016591,1.233574122E9,1233574122,147.237.70.105
13147186,Trocmi,http://en.wikipedia.org/w/index.php?diff=268016547,268016547,1.233574095E9,1233574095,147.237.70.105
13147186,Trocmi,http://en.wikipedia.org/w/index.php?diff=268016339,268016339,1.23357396E9,1233573960,147.237.70.105
13147186,Trocmi,http://en.wikipedia.org/w/index.php?diff=268016259,268016259,1.233573921E9,1233573921,147.237.70.105
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=266514380,266514380,1.232974995E9,1232974995,147.237.73.201
6317333,203 (number),http://en.wikipedia.org/w/index.php?diff=265446976,265446976,1.232524755E9,1232524755,147.237.70.104
8030036,Primitive reflexes,http://en.wikipedia.org/w/index.php?diff=262297757,262297757,1.23124782E9,1231247820,147.237.70.104
13015809,Talk:Michmash,http://en.wikipedia.org/w/index.php?diff=262296196,262296196,1.231247022E9,1231247022,147.237.70.106
4858819,Moomin (1990 TV series),http://en.wikipedia.org/w/index.php?diff=257028614,257028614,1.228906919E9,1228906919,147.237.70.103
37529,Commander Keen,http://en.wikipedia.org/w/index.php?diff=256801064,256801064,1.228812745E9,1228812745,147.237.70.103
17928129,Al-Midya,http://en.wikipedia.org/w/index.php?diff=249823953,249823953,1.225883564E9,1225883564,147.237.73.201
17928129,Al-Midya,http://en.wikipedia.org/w/index.php?diff=249823852,249823852,1.225883459E9,1225883459,147.237.73.201
14695,Talk:Israel,http://en.wikipedia.org/w/index.php?diff=249612462,249612462,1.225790874E9,1225790874,147.237.70.103
14695,Talk:Israel,http://en.wikipedia.org/w/index.php?diff=249612367,249612367,1.225790825E9,1225790825,147.237.70.103
14695,Talk:Israel,http://en.wikipedia.org/w/index.php?diff=249612209,249612209,1.22579074E9,1225790740,147.237.70.103
442472,1000 (number),http://en.wikipedia.org/w/index.php?diff=249367961,249367961,1.225703669E9,1225703669,147.237.70.103
1065905,Category:Companies of Argentina,http://en.wikipedia.org/w/index.php?diff=248216719,248216719,1.225210607E9,1225210607,147.237.70.103
8906984,Category:Dutch gymnasts,http://en.wikipedia.org/w/index.php?diff=248203742,248203742,1.225206232E9,1225206232,147.237.70.103
1500869,Coefficient of determination,http://en.wikipedia.org/w/index.php?diff=246913309,246913309,1.224667918E9,1224667918,147.237.70.104
762920,Aspect (computer science),http://en.wikipedia.org/w/index.php?diff=239252622,239252622,1.22173853E9,1221738530,147.237.70.103
1281860,Michael Melchior,http://en.wikipedia.org/w/index.php?diff=237696356,237696356,1.221136036E9,1221136036,147.237.70.103
3345164,Pteropus,http://en.wikipedia.org/w/index.php?diff=235350012,235350012,1.220175125E9,1220175125,147.237.70.104
14058397,Sakis Rouvas,http://en.wikipedia.org/w/index.php?diff=235331827,235331827,1.220164675E9,1220164675,147.237.70.104
12011344,Golan (disambiguation),http://en.wikipedia.org/w/index.php?diff=234520393,234520393,1.21982222E9,1219822220,147.237.70.104
7298752,Tom Ashley,http://en.wikipedia.org/w/index.php?diff=232465293,232465293,1.218965897E9,1218965897,147.237.70.104
18022912,Catherine Fleury-Vachon,http://en.wikipedia.org/w/index.php?diff=231855085,231855085,1.218696567E9,1218696567,147.237.70.104
18477822,Timrat,http://en.wikipedia.org/w/index.php?diff=230144255,230144255,1.218003594E9,1218003594,195.160.240.11
9396786,Vienna Art Orchestra,http://en.wikipedia.org/w/index.php?diff=228420860,228420860,1.217263651E9,1217263651,147.237.70.105
9396786,Vienna Art Orchestra,http://en.wikipedia.org/w/index.php?diff=228420129,228420129,1.217263396E9,1217263396,147.237.70.105
9396786,Vienna Art Orchestra,http://en.wikipedia.org/w/index.php?diff=228418608,228418608,1.217262831E9,1217262831,147.237.70.105
9396786,Vienna Art Orchestra,http://en.wikipedia.org/w/index.php?diff=228418293,228418293,1.217262728E9,1217262728,147.237.70.105
9396786,Vienna Art Orchestra,http://en.wikipedia.org/w/index.php?diff=228418067,228418067,1.217262642E9,1217262642,147.237.70.105
208251,Ingolstadt,http://en.wikipedia.org/w/index.php?diff=228163072,228163072,1.21715178E9,1217151780,192.115.177.136
208251,Ingolstadt,http://en.wikipedia.org/w/index.php?diff=228162954,228162954,1.217151702E9,1217151702,192.115.177.136
10452232,Ernie Schaaf,http://en.wikipedia.org/w/index.php?diff=224758939,224758939,1.21567871E9,1215678710,195.160.240.11
10452232,Ernie Schaaf,http://en.wikipedia.org/w/index.php?diff=224758867,224758867,1.215678675E9,1215678675,195.160.240.11
23592,Paraphilia,http://en.wikipedia.org/w/index.php?diff=223266817,223266817,1.215077556E9,1215077556,195.160.240.11
1704303,Avigdor Lieberman,http://en.wikipedia.org/w/index.php?diff=222655010,222655010,1.214832679E9,1214832679,147.237.70.101
319204,Acoustic bass guitar,http://en.wikipedia.org/w/index.php?diff=221638708,221638708,1.214395844E9,1214395844,195.160.240.11
319204,Acoustic bass guitar,http://en.wikipedia.org/w/index.php?diff=221638432,221638432,1.214395688E9,1214395688,195.160.240.11
232411,Sneeze,http://en.wikipedia.org/w/index.php?diff=218365186,218365186,1.213089785E9,1213089785,147.237.70.103
375211,Medal,http://en.wikipedia.org/w/index.php?diff=216359785,216359785,1.212307523E9,1212307523,147.237.70.104
943425,List of Image Comics publications,http://en.wikipedia.org/w/index.php?diff=214803850,214803850,1.211710384E9,1211710384,195.160.240.11
94857,FN FAL,http://en.wikipedia.org/w/index.php?diff=210537620,210537620,1.210069473E9,1210069473,195.160.240.11
184181,Dark Horse Comics,http://en.wikipedia.org/w/index.php?diff=210507279,210507279,1.210051913E9,1210051913,195.160.240.11
636246,Dead or Alive,http://en.wikipedia.org/w/index.php?diff=210506512,210506512,1.21005158E9,1210051580,195.160.240.11
184181,Dark Horse Comics,http://en.wikipedia.org/w/index.php?diff=210506265,210506265,1.210051474E9,1210051474,195.160.240.11
613766,Mark Williams (Welsh snooker player),http://en.wikipedia.org/w/index.php?diff=210299258,210299258,1.209985815E9,1209985815,147.237.70.104
9274471,Trochenbrod,http://en.wikipedia.org/w/index.php?diff=209454247,209454247,1.209649675E9,1209649675,147.237.70.103
10124347,Category:Forts in Cuba,http://en.wikipedia.org/w/index.php?diff=205970667,205970667,1.208329604E9,1208329604,147.237.70.104
375211,Medal,http://en.wikipedia.org/w/index.php?diff=202983836,202983836,1.207200861E9,1207200861,147.237.70.105
776116,Premonstratensian,http://en.wikipedia.org/w/index.php?diff=200755105,200755105,1.206435089E9,1206435089,147.237.70.105
776116,Premonstratensian,http://en.wikipedia.org/w/index.php?diff=200755069,200755069,1.206435068E9,1206435068,147.237.70.105
978912,History of Russian military ranks,http://en.wikipedia.org/w/index.php?diff=195995553,195995553,1.204704314E9,1204704314,147.237.70.103
503345,High Middle Ages,http://en.wikipedia.org/w/index.php?diff=192544766,192544766,1.203426557E9,1203426557,147.237.70.105
47515,Cloud,http://en.wikipedia.org/w/index.php?diff=192309750,192309750,1.203346369E9,1203346369,147.237.70.102
560876,Pharmaceutical industry,http://en.wikipedia.org/w/index.php?diff=192061437,192061437,1.203256917E9,1203256917,147.237.70.105
1102213,Category:British judges,http://en.wikipedia.org/w/index.php?diff=192033208,192033208,1.20324201E9,1203242010,147.237.70.103
153663,Cytokine,http://en.wikipedia.org/w/index.php?diff=191096609,191096609,1.202889263E9,1202889263,147.237.70.105
2310463,Category:Buildings and structures in Cuba,http://en.wikipedia.org/w/index.php?diff=184230868,184230868,1.200306534E9,1200306534,147.237.70.104
1260736,Category:Geography of Fiji,http://en.wikipedia.org/w/index.php?diff=184229227,184229227,1.200305295E9,1200305295,147.237.70.104
2638895,Category:Education in Spain,http://en.wikipedia.org/w/index.php?diff=184228549,184228549,1.200304796E9,1200304796,147.237.70.104
1827258,Category:Geography of Trinidad and Tobago,http://en.wikipedia.org/w/index.php?diff=184019939,184019939,1.200221788E9,1200221788,147.237.70.104
1827423,Category:History of Trinidad and Tobago,http://en.wikipedia.org/w/index.php?diff=184019872,184019872,1.200221747E9,1200221747,147.237.70.104
1335827,Gaius Fabricius Luscinus,http://en.wikipedia.org/w/index.php?diff=184001719,184001719,1.200209415E9,1200209415,147.237.70.103
1335827,Gaius Fabricius Luscinus,http://en.wikipedia.org/w/index.php?diff=184001288,184001288,1.200209192E9,1200209192,147.237.70.103
222847,Silvan Shalom,http://en.wikipedia.org/w/index.php?diff=182951267,182951267,1.199802319E9,1199802319,147.237.70.104
6785504,Talk:Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=182923173,182923173,1.199786825E9,1199786825,147.237.73.201
6785504,Talk:Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=182922947,182922947,1.199786667E9,1199786667,147.237.73.201
6785504,Talk:Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=182922871,182922871,1.199786615E9,1199786615,147.237.73.201
6785504,Talk:Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=182922106,182922106,1.199786028E9,1199786028,147.237.73.201
308602,Princeps senatus,http://en.wikipedia.org/w/index.php?diff=181835020,181835020,1.199357272E9,1199357272,147.237.70.103
308602,Princeps senatus,http://en.wikipedia.org/w/index.php?diff=181834861,181834861,1.199357186E9,1199357186,147.237.70.103
3615250,Quintus Fabius Maximus Gurges (consul 292 BC),http://en.wikipedia.org/w/index.php?diff=181833425,181833425,1.199356355E9,1199356355,147.237.70.103
3615250,Quintus Fabius Maximus Gurges (consul 292 BC),http://en.wikipedia.org/w/index.php?diff=181833286,181833286,1.199356272E9,1199356272,147.237.70.103
3615250,Quintus Fabius Maximus Gurges (consul 292 BC),http://en.wikipedia.org/w/index.php?diff=181832790,181832790,1.199355974E9,1199355974,147.237.70.103
3615250,Quintus Fabius Maximus Gurges (consul 292 BC),http://en.wikipedia.org/w/index.php?diff=181832628,181832628,1.199355872E9,1199355872,147.237.70.103
325562,Manius Curius Dentatus,http://en.wikipedia.org/w/index.php?diff=181829218,181829218,1.199353849E9,1199353849,147.237.70.103
325562,Manius Curius Dentatus,http://en.wikipedia.org/w/index.php?diff=181829179,181829179,1.199353822E9,1199353822,147.237.70.103
7639047,Britomaris,http://en.wikipedia.org/w/index.php?diff=181828138,181828138,1.199353256E9,1199353256,147.237.70.103
871336,Real estate appraisal,http://en.wikipedia.org/w/index.php?diff=181148235,181148235,1.19908428E9,1199084280,147.237.70.105
871336,Real estate appraisal,http://en.wikipedia.org/w/index.php?diff=181148151,181148151,1.199084238E9,1199084238,147.237.70.105
3974878,Battle of the Chinese Farm,http://en.wikipedia.org/w/index.php?diff=180037072,180037072,1.198540669E9,1198540669,192.115.177.136
810296,Pamyat,http://en.wikipedia.org/w/index.php?diff=177438043,177438043,1.197471625E9,1197471625,147.237.70.104
810296,Pamyat,http://en.wikipedia.org/w/index.php?diff=177437858,177437858,1.197471551E9,1197471551,147.237.70.104
14389650,Value-in-use,http://en.wikipedia.org/w/index.php?diff=177402915,177402915,1.197452992E9,1197452992,147.237.70.105
14390141,Investment value,http://en.wikipedia.org/w/index.php?diff=177402750,177402750,1.197452899E9,1197452899,147.237.70.105
1624355,Aishiya,http://en.wikipedia.org/w/index.php?diff=177389155,177389155,1.197443931E9,1197443931,147.237.70.104
435519,Daniel Quillen,http://en.wikipedia.org/w/index.php?diff=176819701,176819701,1.197225795E9,1197225795,147.237.70.103
14390141,Investment value,http://en.wikipedia.org/w/index.php?diff=174330208,174330208,1.196239954E9,1196239954,147.237.70.13
14390141,Investment value,http://en.wikipedia.org/w/index.php?diff=174330075,174330075,1.196239864E9,1196239864,147.237.70.13
644005,Fair value,http://en.wikipedia.org/w/index.php?diff=174329701,174329701,1.196239618E9,1196239618,147.237.70.13
14389650,Value-in-use,http://en.wikipedia.org/w/index.php?diff=173677199,173677199,1.195997899E9,1195997899,147.237.70.213
222847,Silvan Shalom,http://en.wikipedia.org/w/index.php?diff=171176335,171176335,1.194950704E9,1194950704,147.237.70.213
323304,Hadera,http://en.wikipedia.org/w/index.php?diff=164515000,164515000,1.192378145E9,1192378145,147.237.70.104
11816527,Spongospora subterranea f.sp. subterranea,http://en.wikipedia.org/w/index.php?diff=163075939,163075939,1.191846918E9,1191846918,147.237.70.13
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=158235694,158235694,1.189930512E9,1189930512,147.237.73.201
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=158235643,158235643,1.189930487E9,1189930487,147.237.73.201
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=157143043,157143043,1.189514959E9,1189514959,147.237.73.201
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=156879439,156879439,1.189410207E9,1189410207,147.237.73.201
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=156873722,156873722,1.189406976E9,1189406976,147.237.73.201
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=154123484,154123484,1.188285757E9,1188285757,147.237.73.201
1355781,Birthright Israel,http://en.wikipedia.org/w/index.php?diff=151169100,151169100,1.187099199E9,1187099199,147.237.70.13
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=149519467,149519467,1.186397732E9,1186397732,147.237.73.201
5869,Category theory,http://en.wikipedia.org/w/index.php?diff=148473635,148473635,1.185965339E9,1185965339,147.237.70.213
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=145177629,145177629,1.184657293E9,1184657293,147.237.73.201
4285248,Daniel Seaman,http://en.wikipedia.org/w/index.php?diff=145177561,145177561,1.18465725E9,1184657250,147.237.73.201
6103876,"List of Palestinian rocket attacks on Israel, 2001–2006",http://en.wikipedia.org/w/index.php?diff=145012227,145012227,1.184598841E9,1184598841,147.237.70.104
3551690,Raviv Ullman,http://en.wikipedia.org/w/index.php?diff=143929599,143929599,1.184145514E9,1184145514,147.237.70.104
5457216,Santiago Cabrera,http://en.wikipedia.org/w/index.php?diff=142446303,142446303,1.183551953E9,1183551953,147.237.70.103
313915,Herzliya,http://en.wikipedia.org/w/index.php?diff=142201766,142201766,1.183451219E9,1183451219,192.115.177.136
521535,List of companies of South Africa,http://en.wikipedia.org/w/index.php?diff=140963329,140963329,1.18295568E9,1182955680,195.160.240.11
4816472,Ashur (disambiguation),http://en.wikipedia.org/w/index.php?diff=140963086,140963086,1.182955602E9,1182955602,195.160.240.11
4816472,Ashur (disambiguation),http://en.wikipedia.org/w/index.php?diff=140962879,140962879,1.182955545E9,1182955545,195.160.240.11
521535,List of companies of South Africa,http://en.wikipedia.org/w/index.php?diff=140961929,140961929,1.182955262E9,1182955262,195.160.240.11
517391,Sex reassignment therapy,http://en.wikipedia.org/w/index.php?diff=139378854,139378854,1.182322563E9,1182322563,147.237.70.101
1524127,Gustav Landauer,http://en.wikipedia.org/w/index.php?diff=137837068,137837068,1.181712931E9,1181712931,147.237.70.212
782762,Tanga (clothing),http://en.wikipedia.org/w/index.php?diff=137660630,137660630,1.181648881E9,1181648881,147.237.70.212
3065790,Category:Human rights activists,http://en.wikipedia.org/w/index.php?diff=134552366,134552366,1.18052987E9,1180529870,147.237.70.103
3065790,Category:Human rights activists,http://en.wikipedia.org/w/index.php?diff=134552277,134552277,1.180529832E9,1180529832,147.237.70.103
544106,Kellogg Company,http://en.wikipedia.org/w/index.php?diff=134276080,134276080,1.180428526E9,1180428526,147.237.70.103
2461550,Wikipedia:WikiProject Airlines/Fleet,http://en.wikipedia.org/w/index.php?diff=131244114,131244114,1.179302018E9,1179302018,192.115.177.129
2461550,Wikipedia:WikiProject Airlines/Fleet,http://en.wikipedia.org/w/index.php?diff=131244080,131244080,1.179301999E9,1179301999,192.115.177.129
