page_id,title,diff_url,revision_id,ts,timestamp,contributor_ip
1192280,"שיחה:חירות, שוויון, אחווה",http://he.wikipedia.org/w/index.php?diff=15501900,15501900,1.401112576E9,1401112576,147.237.70.62
99595,שיחה:שולמית אלוני,http://he.wikipedia.org/w/index.php?diff=15500392,15500392,1.401103396E9,1401103396,147.237.70.61
2899,זהו זה!,http://he.wikipedia.org/w/index.php?diff=15494978,15494978,1.401006537E9,1401006537,147.237.70.62
98398,פסגת זאב,http://he.wikipedia.org/w/index.php?diff=15494549,15494549,1.400997719E9,1400997719,147.237.70.61
124417,רדיו פיראטי,http://he.wikipedia.org/w/index.php?diff=15480939,15480939,1.400656321E9,1400656321,147.237.70.61
28715,מאיר שטרית,http://he.wikipedia.org/w/index.php?diff=15477801,15477801,1.400574585E9,1400574585,147.237.70.62
636609,יריב לוין,http://he.wikipedia.org/w/index.php?diff=15477661,15477661,1.40057114E9,1400571140,147.237.70.62
636609,יריב לוין,http://he.wikipedia.org/w/index.php?diff=15475831,15475831,1.400516104E9,1400516104,147.237.70.62
438190,יאיר חסדיאל,http://he.wikipedia.org/w/index.php?diff=15475156,15475156,1.400504857E9,1400504857,147.237.70.61
23030,טאקי,http://he.wikipedia.org/w/index.php?diff=15471231,15471231,1.4004111E9,1400411100,147.237.70.61
23030,טאקי,http://he.wikipedia.org/w/index.php?diff=15471223,15471223,1.400411066E9,1400411066,147.237.70.61
23030,טאקי,http://he.wikipedia.org/w/index.php?diff=15471216,15471216,1.400411005E9,1400411005,147.237.70.61
517,מנחם בגין,http://he.wikipedia.org/w/index.php?diff=15460165,15460165,1.400134585E9,1400134585,147.237.73.201
257467,משה הגר,http://he.wikipedia.org/w/index.php?diff=15457420,15457420,1.400061635E9,1400061635,147.237.70.61
91071,Grand Theft Auto: San Andreas,http://he.wikipedia.org/w/index.php?diff=15454089,15454089,1.399977654E9,1399977654,147.237.70.61
113376,שיחה:חללים במלחמת העולם השנייה,http://he.wikipedia.org/w/index.php?diff=15421201,15421201,1.399281976E9,1399281976,147.237.70.62
359917,ישיבת כנסת חזקיהו,http://he.wikipedia.org/w/index.php?diff=15406057,15406057,1.398924301E9,1398924301,147.237.70.62
83206,אסי דיין,http://he.wikipedia.org/w/index.php?diff=15406039,15406039,1.398923852E9,1398923852,147.237.70.62
938437,שביתת השידורים בישראל (1987),http://he.wikipedia.org/w/index.php?diff=15396969,15396969,1.398687011E9,1398687011,147.237.70.62
238404,שיחה:מאוטהאוזן,http://he.wikipedia.org/w/index.php?diff=15396141,15396141,1.398668806E9,1398668806,147.237.70.62
238404,שיחה:מאוטהאוזן,http://he.wikipedia.org/w/index.php?diff=15396140,15396140,1.398668805E9,1398668805,147.237.70.62
1142056,שוקי אמרני,http://he.wikipedia.org/w/index.php?diff=15392394,15392394,1.398582745E9,1398582745,147.237.70.62
1142056,שוקי אמרני,http://he.wikipedia.org/w/index.php?diff=15392389,15392389,1.39858266E9,1398582660,147.237.70.62
1184458,רותם פלג,http://he.wikipedia.org/w/index.php?diff=15374610,15374610,1.39816859E9,1398168590,147.237.70.61
758412,קרב בינת ג'בייל,http://he.wikipedia.org/w/index.php?diff=15365602,15365602,1.397986007E9,1397986007,147.237.70.108
758412,קרב בינת ג'בייל,http://he.wikipedia.org/w/index.php?diff=15365597,15365597,1.397985829E9,1397985829,147.237.70.108
758412,קרב בינת ג'בייל,http://he.wikipedia.org/w/index.php?diff=15365497,15365497,1.397984854E9,1397984854,147.237.70.108
1182678,משתמש:147.237.70.61/המחלקה הכלכלית בפרקליטות המדינה,http://he.wikipedia.org/w/index.php?diff=15339886,15339886,1.397403922E9,1397403922,147.237.70.61
623003,שיחה:ליהיא לפיד,http://he.wikipedia.org/w/index.php?diff=15329344,15329344,1.397128931E9,1397128931,147.237.70.62
1150686,שיחה:טובת הילד,http://he.wikipedia.org/w/index.php?diff=15328663,15328663,1.397117834E9,1397117834,147.237.70.108
1150686,שיחה:טובת הילד,http://he.wikipedia.org/w/index.php?diff=15328538,15328538,1.39711574E9,1397115740,147.237.70.108
692839,ל לנגב,http://he.wikipedia.org/w/index.php?diff=15328415,15328415,1.397112606E9,1397112606,147.237.70.61
933586,עמית לנג,http://he.wikipedia.org/w/index.php?diff=15325852,15325852,1.397047023E9,1397047023,147.237.70.61
1181924,שיחה:יואב איתמר,http://he.wikipedia.org/w/index.php?diff=15325579,15325579,1.39704285E9,1397042850,147.237.70.61
1181924,שיחה:יואב איתמר,http://he.wikipedia.org/w/index.php?diff=15325577,15325577,1.397042764E9,1397042764,147.237.70.61
99251,מבוא ביתר,http://he.wikipedia.org/w/index.php?diff=15318933,15318933,1.396875606E9,1396875606,147.237.70.107
1135204,שבט כהן,http://he.wikipedia.org/w/index.php?diff=15318307,15318307,1.396863082E9,1396863082,147.237.70.62
143287,גדעון סער,http://he.wikipedia.org/w/index.php?diff=15314535,15314535,1.396780345E9,1396780345,147.237.70.106
1145349,ויקיפדיה:דיווח על טעויות,http://he.wikipedia.org/w/index.php?diff=15314346,15314346,1.396776087E9,1396776087,147.237.73.201
176229,שיחה:זין (סלנג),http://he.wikipedia.org/w/index.php?diff=15314345,15314345,1.396776084E9,1396776084,147.237.73.201
417561,יחיאל דובדבני,http://he.wikipedia.org/w/index.php?diff=15301866,15301866,1.396514256E9,1396514256,147.237.73.201
25579,הסכם השלום בין ישראל למצרים,http://he.wikipedia.org/w/index.php?diff=15301396,15301396,1.396503109E9,1396503109,147.237.73.201
25579,הסכם השלום בין ישראל למצרים,http://he.wikipedia.org/w/index.php?diff=15301394,15301394,1.396503065E9,1396503065,147.237.73.201
25579,הסכם השלום בין ישראל למצרים,http://he.wikipedia.org/w/index.php?diff=15301393,15301393,1.396503024E9,1396503024,147.237.73.201
66583,28 (מספר),http://he.wikipedia.org/w/index.php?diff=15287905,15287905,1.396186258E9,1396186258,147.237.70.61
70087,הארי פוטר והנסיך חצוי-הדם,http://he.wikipedia.org/w/index.php?diff=15287702,15287702,1.39618183E9,1396181830,147.237.70.61
66583,28 (מספר),http://he.wikipedia.org/w/index.php?diff=15287033,15287033,1.39617004E9,1396170040,147.237.70.61
1147603,ויקיפדיה:מיזמי ויקיפדיה/פיזיוויקי/התחרות השנייה,http://he.wikipedia.org/w/index.php?diff=15287008,15287008,1.396169822E9,1396169822,147.237.73.201
635725,ביטוי משוכל,http://he.wikipedia.org/w/index.php?diff=15278412,15278412,1.395925435E9,1395925435,147.237.70.61
182788,המשרד לשירותי דת,http://he.wikipedia.org/w/index.php?diff=15278112,15278112,1.395919537E9,1395919537,147.237.70.62
182788,המשרד לשירותי דת,http://he.wikipedia.org/w/index.php?diff=15278111,15278111,1.39591948E9,1395919480,147.237.70.62
182788,המשרד לשירותי דת,http://he.wikipedia.org/w/index.php?diff=15278037,15278037,1.395917633E9,1395917633,147.237.70.62
182788,המשרד לשירותי דת,http://he.wikipedia.org/w/index.php?diff=15277945,15277945,1.395914785E9,1395914785,147.237.70.62
182788,המשרד לשירותי דת,http://he.wikipedia.org/w/index.php?diff=15277940,15277940,1.395914746E9,1395914746,147.237.70.62
182788,המשרד לשירותי דת,http://he.wikipedia.org/w/index.php?diff=15277934,15277934,1.395914682E9,1395914682,147.237.70.62
182788,המשרד לשירותי דת,http://he.wikipedia.org/w/index.php?diff=15277933,15277933,1.395914646E9,1395914646,147.237.70.62
936797,אלחנן גלט,http://he.wikipedia.org/w/index.php?diff=15274803,15274803,1.395824939E9,1395824939,147.237.70.62
936797,אלחנן גלט,http://he.wikipedia.org/w/index.php?diff=15274797,15274797,1.395824889E9,1395824889,147.237.70.62
1145349,ויקיפדיה:דיווח על טעויות,http://he.wikipedia.org/w/index.php?diff=15268644,15268644,1.395665113E9,1395665113,147.237.70.61
22202,שיחה:יהדות קראית,http://he.wikipedia.org/w/index.php?diff=15268643,15268643,1.395665106E9,1395665106,147.237.70.61
636609,יריב לוין,http://he.wikipedia.org/w/index.php?diff=15247605,15247605,1.395164746E9,1395164746,147.237.70.62
1127595,פריוריטי,http://he.wikipedia.org/w/index.php?diff=15247116,15247116,1.395153903E9,1395153903,147.237.70.62
1127595,פריוריטי,http://he.wikipedia.org/w/index.php?diff=15247114,15247114,1.395153878E9,1395153878,147.237.70.62
113604,ערים בישראל,http://he.wikipedia.org/w/index.php?diff=15240047,15240047,1.394972682E9,1394972682,147.237.248.2
86158,עומר גולן,http://he.wikipedia.org/w/index.php?diff=15229398,15229398,1.394708319E9,1394708319,147.237.70.61
1049789,עדי קול,http://he.wikipedia.org/w/index.php?diff=15225685,15225685,1.394624083E9,1394624083,147.237.70.61
871538,עמיר עקיבא סגל,http://he.wikipedia.org/w/index.php?diff=15225519,15225519,1.39461738E9,1394617380,147.237.70.61
324033,כלנית מצויה,http://he.wikipedia.org/w/index.php?diff=15222261,15222261,1.394536982E9,1394536982,147.237.70.61
871538,עמיר עקיבא סגל,http://he.wikipedia.org/w/index.php?diff=15219341,15219341,1.394462588E9,1394462588,147.237.70.61
11531,טרור פלסטיני,http://he.wikipedia.org/w/index.php?diff=15203143,15203143,1.39409702E9,1394097020,147.237.73.201
161260,אגרות קודש (מנחם מנדל שניאורסון),http://he.wikipedia.org/w/index.php?diff=15199742,15199742,1.394021921E9,1394021921,147.237.70.62
9852,אריזונה,http://he.wikipedia.org/w/index.php?diff=15179446,15179446,1.393482969E9,1393482969,147.237.70.61
99251,מבוא ביתר,http://he.wikipedia.org/w/index.php?diff=15176672,15176672,1.393412204E9,1393412204,147.237.70.62
871538,עמיר עקיבא סגל,http://he.wikipedia.org/w/index.php?diff=15176519,15176519,1.393408444E9,1393408444,147.237.70.62
241296,אמיסיביות,http://he.wikipedia.org/w/index.php?diff=15176334,15176334,1.39340214E9,1393402140,147.237.70.62
68214,איגרת חוב,http://he.wikipedia.org/w/index.php?diff=15176251,15176251,1.39339837E9,1393398370,147.237.70.61
558923,גוף סטטוטורי,http://he.wikipedia.org/w/index.php?diff=15174209,15174209,1.393337924E9,1393337924,192.115.177.220
12506,שמן אתרי,http://he.wikipedia.org/w/index.php?diff=15173174,15173174,1.393318174E9,1393318174,147.237.70.62
636609,יריב לוין,http://he.wikipedia.org/w/index.php?diff=15170986,15170986,1.393263001E9,1393263001,147.237.70.62
871538,עמיר עקיבא סגל,http://he.wikipedia.org/w/index.php?diff=15170134,15170134,1.393248689E9,1393248689,147.237.70.62
871538,עמיר עקיבא סגל,http://he.wikipedia.org/w/index.php?diff=15170119,15170119,1.393248505E9,1393248505,147.237.70.62
116826,נכות בישראל,http://he.wikipedia.org/w/index.php?diff=15169345,15169345,1.393235938E9,1393235938,147.237.70.62
4537,נירון קיסר,http://he.wikipedia.org/w/index.php?diff=15165516,15165516,1.393146381E9,1393146381,147.237.70.62
113604,ערים בישראל,http://he.wikipedia.org/w/index.php?diff=15154653,15154653,1.392881094E9,1392881094,147.237.70.107
68453,עתון 77,http://he.wikipedia.org/w/index.php?diff=15152202,15152202,1.392815659E9,1392815659,147.237.70.106
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=15148383,15148383,1.392724355E9,1392724355,147.237.70.62
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=15148362,15148362,1.392723825E9,1392723825,147.237.70.62
23030,טאקי,http://he.wikipedia.org/w/index.php?diff=15147875,15147875,1.392714697E9,1392714697,195.160.240.11
636609,יריב לוין,http://he.wikipedia.org/w/index.php?diff=15147747,15147747,1.392711934E9,1392711934,147.237.70.108
871538,עמיר עקיבא סגל,http://he.wikipedia.org/w/index.php?diff=15147418,15147418,1.392705057E9,1392705057,147.237.70.62
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=15144201,15144201,1.392631409E9,1392631409,147.237.70.106
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=15144086,15144086,1.392629952E9,1392629952,147.237.70.61
1054449,מוטי יוגב,http://he.wikipedia.org/w/index.php?diff=15140720,15140720,1.392545969E9,1392545969,147.237.70.61
1054449,מוטי יוגב,http://he.wikipedia.org/w/index.php?diff=15140691,15140691,1.392545476E9,1392545476,147.237.70.61
1145349,ויקיפדיה:דיווח על טעויות,http://he.wikipedia.org/w/index.php?diff=15129792,15129792,1.392313155E9,1392313155,147.237.70.106
1169626,קמפיין ציפורי הדרור הגדול,http://he.wikipedia.org/w/index.php?diff=15129774,15129774,1.392313049E9,1392313049,147.237.70.106
17185,שיחה:סין,http://he.wikipedia.org/w/index.php?diff=15129772,15129772,1.392312961E9,1392312961,147.237.70.106
2771,סין,http://he.wikipedia.org/w/index.php?diff=15129764,15129764,1.392312858E9,1392312858,147.237.70.106
2771,סין,http://he.wikipedia.org/w/index.php?diff=15129728,15129728,1.392312419E9,1392312419,147.237.70.106
30965,ארתור (סדרת טלוויזיה),http://he.wikipedia.org/w/index.php?diff=15128058,15128058,1.392281639E9,1392281639,147.237.70.62
30965,ארתור (סדרת טלוויזיה),http://he.wikipedia.org/w/index.php?diff=15128029,15128029,1.39228106E9,1392281060,147.237.70.62
1030863,שיחה:שיגור תרופות,http://he.wikipedia.org/w/index.php?diff=15127908,15127908,1.392277289E9,1392277289,147.237.70.62
637637,החברה לאוטומציה במנהל השלטון המקומי,http://he.wikipedia.org/w/index.php?diff=15124221,15124221,1.392190463E9,1392190463,147.237.70.62
1167541,התקפת באנזאי,http://he.wikipedia.org/w/index.php?diff=15100397,15100397,1.391607325E9,1391607325,147.237.70.61
219978,יחסי איראן-ישראל,http://he.wikipedia.org/w/index.php?diff=15099988,15099988,1.391601159E9,1391601159,147.237.73.201
1100252,חרם על ישראל,http://he.wikipedia.org/w/index.php?diff=15097056,15097056,1.391528478E9,1391528478,147.237.70.106
1015950,מטה הסייבר הלאומי,http://he.wikipedia.org/w/index.php?diff=15095672,15095672,1.39150509E9,1391505090,147.237.70.62
806324,ועדת ידין-שרף,http://he.wikipedia.org/w/index.php?diff=15095479,15095479,1.391500949E9,1391500949,147.237.73.201
24442,גואנו,http://he.wikipedia.org/w/index.php?diff=15095344,15095344,1.391498646E9,1391498646,147.237.70.108
636609,יריב לוין,http://he.wikipedia.org/w/index.php?diff=15093054,15093054,1.391447193E9,1391447193,147.237.70.62
17038,אביחיל,http://he.wikipedia.org/w/index.php?diff=15086812,15086812,1.391330005E9,1391330005,147.237.73.201
17038,אביחיל,http://he.wikipedia.org/w/index.php?diff=15086809,15086809,1.391329969E9,1391329969,147.237.73.201
17038,אביחיל,http://he.wikipedia.org/w/index.php?diff=15086804,15086804,1.391329915E9,1391329915,147.237.73.201
1000161,חיים גנז,http://he.wikipedia.org/w/index.php?diff=15076407,15076407,1.391072648E9,1391072648,147.237.70.62
1161360,ישראל גורניצקי,http://he.wikipedia.org/w/index.php?diff=15072546,15072546,1.390987861E9,1390987861,147.237.70.108
415362,מנחם דונקלבלום,http://he.wikipedia.org/w/index.php?diff=15072248,15072248,1.390982606E9,1390982606,147.237.70.61
128726,יאיר לפיד,http://he.wikipedia.org/w/index.php?diff=15048916,15048916,1.390481012E9,1390481012,147.237.70.61
26997,גראנד סלאם (טניס),http://he.wikipedia.org/w/index.php?diff=15036424,15036424,1.390205957E9,1390205957,147.237.70.62
2782,הטלוויזיה החינוכית הישראלית,http://he.wikipedia.org/w/index.php?diff=15022927,15022927,1.389868091E9,1389868091,147.237.70.62
1161360,ישראל גורניצקי,http://he.wikipedia.org/w/index.php?diff=15022659,15022659,1.389863213E9,1389863213,147.237.70.62
1161360,ישראל גורניצקי,http://he.wikipedia.org/w/index.php?diff=15022619,15022619,1.389862358E9,1389862358,147.237.70.62
1161360,ישראל גורניצקי,http://he.wikipedia.org/w/index.php?diff=15022602,15022602,1.389862016E9,1389862016,147.237.70.62
1161360,ישראל גורניצקי,http://he.wikipedia.org/w/index.php?diff=15022557,15022557,1.38986109E9,1389861090,147.237.70.62
1161360,ישראל גורניצקי,http://he.wikipedia.org/w/index.php?diff=15022507,15022507,1.389859807E9,1389859807,147.237.70.108
1161360,ישראל גורניצקי,http://he.wikipedia.org/w/index.php?diff=15022473,15022473,1.38985867E9,1389858670,147.237.70.62
442872,משה לדור,http://he.wikipedia.org/w/index.php?diff=15015480,15015480,1.389691097E9,1389691097,147.237.70.62
1035218,אתר מורשת,http://he.wikipedia.org/w/index.php?diff=15013266,15013266,1.389628856E9,1389628856,147.237.73.201
176930,הגדודים העבריים,http://he.wikipedia.org/w/index.php?diff=15013257,15013257,1.389628591E9,1389628591,147.237.73.201
17038,אביחיל,http://he.wikipedia.org/w/index.php?diff=15013245,15013245,1.389628412E9,1389628412,147.237.73.201
17038,אביחיל,http://he.wikipedia.org/w/index.php?diff=15013239,15013239,1.389628338E9,1389628338,147.237.73.201
1071992,פנינה תמנו-שטה,http://he.wikipedia.org/w/index.php?diff=15009230,15009230,1.389530467E9,1389530467,147.237.70.61
121586,אמידה,http://he.wikipedia.org/w/index.php?diff=14999689,14999689,1.389293834E9,1389293834,147.237.70.108
123481,אירוויזיון 1995,http://he.wikipedia.org/w/index.php?diff=14997488,14997488,1.389257557E9,1389257557,147.237.70.62
231688,ביטוח רכב,http://he.wikipedia.org/w/index.php?diff=14993880,14993880,1.389174837E9,1389174837,147.237.70.106
415362,מנחם דונקלבלום,http://he.wikipedia.org/w/index.php?diff=14989785,14989785,1.389082349E9,1389082349,147.237.70.62
532133,יעד סופי (סדרת סרטים),http://he.wikipedia.org/w/index.php?diff=14983440,14983440,1.388918694E9,1388918694,147.237.70.106
29588,מסכת עירובין,http://he.wikipedia.org/w/index.php?diff=14967696,14967696,1.388653465E9,1388653465,147.237.70.62
175163,רפי פלד,http://he.wikipedia.org/w/index.php?diff=14958653,14958653,1.388485668E9,1388485668,147.237.70.62
40296,דן תיכון,http://he.wikipedia.org/w/index.php?diff=14958648,14958648,1.388485555E9,1388485555,147.237.70.108
40296,דן תיכון,http://he.wikipedia.org/w/index.php?diff=14958647,14958647,1.388485522E9,1388485522,147.237.70.108
40296,דן תיכון,http://he.wikipedia.org/w/index.php?diff=14958582,14958582,1.388485015E9,1388485015,147.237.70.61
734716,Ne Me Quitte Pas,http://he.wikipedia.org/w/index.php?diff=14958541,14958541,1.388484499E9,1388484499,147.237.70.62
165462,ג'ינג'י,http://he.wikipedia.org/w/index.php?diff=14947404,14947404,1.388320449E9,1388320449,147.237.70.62
1136517,שיחה:אליאב,http://he.wikipedia.org/w/index.php?diff=14927722,14927722,1.387807785E9,1387807785,147.237.70.108
199296,רועי בר-נתן,http://he.wikipedia.org/w/index.php?diff=14927159,14927159,1.38779728E9,1387797280,195.160.240.11
18806,פטריק סטיוארט,http://he.wikipedia.org/w/index.php?diff=14926982,14926982,1.387792705E9,1387792705,147.237.70.106
962854,הראל לוקר,http://he.wikipedia.org/w/index.php?diff=14926867,14926867,1.387790352E9,1387790352,147.237.73.201
438573,בסוד העניינים,http://he.wikipedia.org/w/index.php?diff=14926848,14926848,1.387789904E9,1387789904,147.237.70.62
109069,בלי סודות,http://he.wikipedia.org/w/index.php?diff=14926844,14926844,1.387789799E9,1387789799,147.237.70.61
1156235,שלמה הלל בלונדהיים,http://he.wikipedia.org/w/index.php?diff=14925191,14925191,1.387729224E9,1387729224,147.237.70.62
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=14916095,14916095,1.38747243E9,1387472430,147.237.70.106
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=14915992,14915992,1.387470734E9,1387470734,147.237.70.106
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=14915356,14915356,1.387458846E9,1387458846,147.237.70.108
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=14915349,14915349,1.387458729E9,1387458729,147.237.70.108
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=14915340,14915340,1.387458621E9,1387458621,147.237.70.108
1067692,יוני שטבון,http://he.wikipedia.org/w/index.php?diff=14915330,14915330,1.387458497E9,1387458497,147.237.70.108
21866,חיים באר,http://he.wikipedia.org/w/index.php?diff=14914357,14914357,1.387436987E9,1387436987,147.237.70.62
1154038,דני אשר,http://he.wikipedia.org/w/index.php?diff=14908440,14908440,1.387272878E9,1387272878,195.160.240.11
9085,ניתוח מערכות מידע,http://he.wikipedia.org/w/index.php?diff=14905477,14905477,1.387183281E9,1387183281,147.237.70.62
370449,תופסים ראש,http://he.wikipedia.org/w/index.php?diff=14884697,14884697,1.386589944E9,1386589944,147.237.70.62
192949,שיחה:חגי מירום,http://he.wikipedia.org/w/index.php?diff=14882109,14882109,1.386516235E9,1386516235,147.237.70.105
871743,נעמי בן עמי,http://he.wikipedia.org/w/index.php?diff=14881088,14881088,1.386493977E9,1386493977,147.237.70.62
97518,ארבעה אבות נזיקין,http://he.wikipedia.org/w/index.php?diff=14870820,14870820,1.386237223E9,1386237223,147.237.70.61
97518,ארבעה אבות נזיקין,http://he.wikipedia.org/w/index.php?diff=14870785,14870785,1.38623644E9,1386236440,147.237.70.62
97518,ארבעה אבות נזיקין,http://he.wikipedia.org/w/index.php?diff=14870768,14870768,1.386236102E9,1386236102,147.237.70.62
97518,ארבעה אבות נזיקין,http://he.wikipedia.org/w/index.php?diff=14870759,14870759,1.386235997E9,1386235997,147.237.70.62
1097917,שיחה:חוק בנק ישראל,http://he.wikipedia.org/w/index.php?diff=14860140,14860140,1.385987603E9,1385987603,147.237.70.61
213640,שירות התעסוקה,http://he.wikipedia.org/w/index.php?diff=14860126,14860126,1.385987388E9,1385987388,147.237.70.62
566457,וושינגטון נשיונאלס,http://he.wikipedia.org/w/index.php?diff=14846396,14846396,1.385641289E9,1385641289,147.237.70.62
114247,המנדט הבריטי,http://he.wikipedia.org/w/index.php?diff=14839346,14839346,1.385470114E9,1385470114,147.237.73.201
71419,המושבה האמריקאית בירושלים,http://he.wikipedia.org/w/index.php?diff=14839328,14839328,1.385469829E9,1385469829,147.237.73.201
71419,המושבה האמריקאית בירושלים,http://he.wikipedia.org/w/index.php?diff=14839323,14839323,1.385469751E9,1385469751,147.237.73.201
17763,הרברט סמואל,http://he.wikipedia.org/w/index.php?diff=14839315,14839315,1.38546956E9,1385469560,147.237.73.201
410,סוריה,http://he.wikipedia.org/w/index.php?diff=14832291,14832291,1.385293378E9,1385293378,195.160.240.11
410,סוריה,http://he.wikipedia.org/w/index.php?diff=14832266,14832266,1.385293024E9,1385293024,195.160.240.11
410,סוריה,http://he.wikipedia.org/w/index.php?diff=14832260,14832260,1.385292861E9,1385292861,195.160.240.11
22037,לי הארווי אוסוואלד,http://he.wikipedia.org/w/index.php?diff=14822855,14822855,1.385032856E9,1385032856,147.237.73.201
22037,לי הארווי אוסוואלד,http://he.wikipedia.org/w/index.php?diff=14822790,14822790,1.385030903E9,1385030903,147.237.73.201
